Year,Round,Team1,Team2,Team1.Result,Team2.Result,Team1.1QTotal,Team1.2QTotal,Team1.3QTotal,Team1.4QTotal,Team2.1QTotal,Team2.2QTotal,Team2.3QTotal,Team2.4QTotal
2019,23,Sydney Swans,St Kilda Saints,W,L,38,1,31,39,17,22,15,10
2019,23,North Melbourne Kangaroos,Melbourne Demons,W,L,22,12,35,19,26,8,36,13
2019,23,Geelong Cats,Carlton Blues,W,L,34,43,13,39,9,17,23,12
2019,23,Gold Coast Suns,GWS Giants,L,W,4,24,14,13,30,20,51,26
2019,23,West Coast Eagles,Hawthorn Hawks,L,W,27,11,15,14,21,33,18,33
2019,23,Western Bulldogs,Adelaide Crows,W,L,41,21,33,26,12,22,20,33
2019,23,Richmond Tigers,Brisbane Lions,W,L,38,16,13,15,13,15,20,7
2019,23,Port Adelaide Power,Freemantle Dockers,W,L,22,29,32,27,31,5,6,25
2020,1,Richmond Tigers,Carlton Blues,W,L,44,25,20,16,13,10,32,26
2020,1,Western Bulldogs,Collingwood Magpies,L,W,6,18,8,2,32,22,13,19
2020,1,Essendon Bombers,Freemantle Dockers,W,L,32,15,9,7,13,8,9,27
2020,1,Adelaide Crows,Sydney Swans,L,W,36,7,13,15,18,33,19,4
2020,1,GWS Giants,Geelong Cats,W,L,30,25,26,24,26,16,13,18
2020,1,Gold Coast Suns,Port Adelaide Power,L,W,7,13,9,0,26,34,3,13
2020,1,North Melbourne Kangaroos,St Kilda Saints,W,L,7,7,29,13,21,22,4,7
2020,1,Hawthorn Hawks,Brisbane Lions,W,L,19,19,24,28,21,8,20,13
2020,1,West Coast Eagles,Melbourne Demons,W,L,31,14,27,6,4,20,15,12
2020,2,Collingwood Magpies,Richmond Tigers,T,T,25,8,1,2,1,18,13,4
2020,2,Geelong Cats,Hawthorn Hawks,W,L,32,14,38,24,25,15,7,0
2020,2,Brisbane Lions,Freemantle Dockers,W,L,26,24,21,10,18,27,8,16
2020,2,Carlton Blues,Melbourne Demons,L,W,0,17,13,23,32,14,7,1
2020,2,Port Adelaide Power,Adelaide Crows,W,L,26,26,39,19,13,7,7,8
2020,2,Gold Coast Suns,West Coast Eagles,W,L,12,26,32,20,10,25,9,2
2020,2,GWS Giants,North Melbourne Kangaroos,L,W,10,8,22,20,8,10,26,36
2020,2,Sydney Swans,Essendon Bombers,L,W,12,21,25,15,32,7,27,13
2020,2,St Kilda Saints,Western Bulldogs,W,L,19,26,31,12,16,6,14,13
2020,3,Richmond Tigers,Hawthorn Hawks,L,W,1,12,8,18,33,12,20,6
2020,3,Western Bulldogs,GWS Giants,W,L,17,13,20,7,8,2,13,10
2020,3,North Melbourne Kangaroos,Sydney Swans,L,W,15,12,14,19,13,20,35,3
2020,3,Collingwood Magpies,St Kilda Saints,W,L,33,31,9,8,13,13,10,1
2020,3,Brisbane Lions,West Coast Eagles,W,L,8,10,33,23,13,9,12,10
2020,3,Geelong Cats,Carlton Blues,L,W,8,22,13,34,33,26,19,1
2020,3,Gold Coast Suns,Adelaide Crows,W,L,19,24,25,14,0,8,2,19
2020,3,Freemantle Dockers,Port Adelaide Power,L,W,25,0,7,9,19,34,8,9
2020,4,Sydney Swans,Western Bulldogs,L,W,1,8,11,19,20,19,7,21
2020,4,GWS Giants,Collingwood Magpies,W,L,9,19,26,12,14,14,25,11
2020,4,Port Adelaide Power,West Coast Eagles,W,L,28,15,28,18,8,8,18,7
2020,4,St Kilda Saints,Richmond Tigers,W,L,32,18,24,19,25,14,20,8
2020,4,Gold Coast Suns,Freemantle Dockers,W,L,12,30,8,14,18,18,14,1
2020,4,Essendon Bombers,Carlton Blues,L,W,13,12,13,13,18,15,5,14
2020,4,Brisbane Lions,Adelaide Crows,W,L,21,31,5,26,6,6,27,7
2020,4,Melbourne Demons,Geelong Cats,L,W,1,14,8,21,13,1,26,7
2020,4,Hawthorn Hawks,North Melbourne Kangaroos,W,L,15,21,12,10,13,14,0,27
2020,5,Carlton Blues,St Kilda Saints,L,W,7,9,20,19,27,19,13,14
2020,5,Collingwood Magpies,Essendon Bombers,L,W,18,1,4,25,18,12,20,13
2020,5,West Coast Eagles,Sydney Swans,W,L,19,15,23,20,21,8,7,7
2020,5,Geelong Cats,Gold Coast Suns,W,L,27,9,31,22,7,25,20,0
2020,5,Western Bulldogs,North Melbourne Kangaroos,W,L,14,21,31,21,8,7,8,15
2020,5,Brisbane Lions,Port Adelaide Power,W,L,13,41,23,8,12,7,15,14
2020,5,Adelaide Crows,Freemantle Dockers,L,W,3,9,20,2,18,7,8,21
2020,5,Melbourne Demons,Richmond Tigers,L,W,19,1,12,20,20,25,16,18
2020,5,GWS Giants,Hawthorn Hawks,W,L,25,7,37,14,2,20,26,1
2020,6,Geelong Cats,Brisbane Lions,W,L,10,12,45,6,12,20,1,13
2020,6,Collingwood Magpies,Hawthorn Hawks,W,L,31,10,9,9,6,7,1,13
2020,6,Freemantle Dockers,St Kilda Saints,W,L,8,32,21,18,44,9,0,20
2020,6,West Coast Eagles,Adelaide Crows,W,L,15,13,27,12,7,6,8,13
2020,6,Melbourne Demons,Gold Coast Suns,W,L,13,28,15,24,20,14,19,10
2020,6,Essendon Bombers,North Melbourne Kangaroos,W,L,17,24,18,8,22,9,16,6
2020,6,Port Adelaide Power,GWS Giants,W,L,8,20,8,27,1,16,16,13
2020,6,Richmond Tigers,Sydney Swans,W,L,21,2,8,3,9,6,2,9
2020,6,Carlton Blues,Western Bulldogs,W,L,32,21,13,37,13,19,16,3
2020,7,Geelong Cats,Collingwood Magpies,L,W,7,2,14,12,14,13,10,20
2020,7,Essendon Bombers,Western Bulldogs,L,W,21,6,3,21,25,15,33,20
2020,7,GWS Giants,Brisbane Lions,L,W,15,13,25,15,28,19,19,22
2020,7,Sydney Swans,Gold Coast Suns,L,W,13,20,24,3,15,28,30,19
2020,7,Richmond Tigers,North Melbourne Kangaroos,W,L,27,14,20,16,0,15,3,5
2020,7,Carlton Blues,Port Adelaide Power,L,W,26,8,8,19,25,15,8,16
2020,7,Hawthorn Hawks,Melbourne Demons,L,W,8,7,15,18,20,25,27,19
2020,7,Freemantle Dockers,West Coast Eagles,L,W,12,13,0,7,14,26,15,7
2020,7,Adelaide Crows,St Kilda Saints,L,W,8,18,10,19,20,26,6,26
2020,8,Gold Coast Suns,Western Bulldogs,L,W,13,9,14,10,15,9,14,13
2020,8,GWS Giants,Richmond Tigers,W,L,22,12,20,8,18,9,19,4
2020,8,North Melbourne Kangaroos,Carlton Blues,L,W,8,24,18,7,31,13,11,9
2020,8,Sydney Swans,Hawthorn Hawks,W,L,13,18,19,10,21,12,9,11
2020,8,Port Adelaide Power,St Kilda Saints,L,W,13,15,14,2,7,24,12,30
2020,8,Adelaide Crows,Essendon Bombers,L,W,13,14,20,12,13,21,19,9
2020,8,West Coast Eagles,Collingwood Magpies,W,L,12,32,36,31,26,7,3,9
2020,8,Melbourne Demons,Brisbane Lions,L,W,14,7,9,19,14,21,13,5
2020,9,Western Bulldogs,Richmond Tigers,L,W,7,16,8,18,27,37,12,14
2020,9,Melbourne Demons,Port Adelaide Power,L,W,2,7,14,9,20,22,27,14
2020,9,Carlton Blues,Hawthorn Hawks,L,W,31,7,8,12,12,39,19,19
2020,9,Essendon Bombers,Brisbane Lions,L,W,9,6,7,6,33,2,31,25
2020,9,North Melbourne Kangaroos,Adelaide Crows,W,L,25,30,19,45,2,19,22,7
2020,9,St Kilda Saints,Sydney Swans,W,L,21,25,14,41,13,11,16,8
2020,9,West Coast Eagles,Geelong Cats,W,L,18,8,22,25,24,18,14,8
2020,9,Gold Coast Suns,GWS Giants,L,W,3,13,3,16,16,13,8,24
2020,9,Freemantle Dockers,Collingwood Magpies,W,L,0,25,12,24,8,8,25,8
2020,10,Port Adelaide Power,Western Bulldogs,W,L,8,12,27,8,17,6,1,18
2020,10,Richmond Tigers,Brisbane Lions,W,L,21,32,7,22,15,11,7,8
2020,10,Geelong Cats,North Melbourne Kangaroos,W,L,26,12,21,31,19,1,12,25
2020,10,Adelaide Crows,Melbourne Demons,L,W,16,13,2,6,20,14,9,45
2020,10,Collingwood Magpies,Sydney Swans,W,L,6,16,19,9,6,24,2,9
2020,10,Gold Coast Suns,St Kilda Saints,L,W,13,28,14,19,20,18,20,20
2020,10,Essendon Bombers,GWS Giants,L,W,2,37,8,8,2,15,14,28
2020,11,Port Adelaide Power,Richmond Tigers,W,L,28,26,17,22,21,24,27,0
2020,11,Brisbane Lions,Western Bulldogs,W,L,22,40,26,8,19,13,18,22
2020,11,West Coast Eagles,Carlton Blues,W,L,14,7,31,20,12,22,7,9
2020,11,Melbourne Demons,North Melbourne Kangaroos,W,L,10,21,19,42,20,6,8,1
2020,11,St Kilda Saints,Geelong Cats,L,W,13,17,2,2,16,31,26,20
2020,11,Freemantle Dockers,Hawthorn Hawks,W,L,19,9,18,2,7,9,2,14
2020,11,Adelaide Crows,Collingwood Magpies,L,W,13,9,4,12,6,7,30,19
2020,11,Gold Coast Suns,Essendon Bombers,T,T,19,27,13,14,9,18,20,26
2020,12,Sydney Swans,GWS Giants,W,L,19,13,9,25,1,8,9,7
2020,12,Geelong Cats,Port Adelaide Power,W,L,15,12,22,42,1,11,13,6
2020,12,North Melbourne Kangaroos,Brisbane Lions,L,W,9,12,6,25,11,13,15,14
2020,12,Melbourne Demons,Collingwood Magpies,W,L,21,43,12,24,7,25,10,2
2020,12,Freemantle Dockers,Carlton Blues,L,W,20,7,7,2,1,14,17,8
2020,12,Western Bulldogs,Adelaide Crows,W,L,39,17,28,27,25,8,2,19
2020,12,St Kilda Saints,Essendon Bombers,W,L,28,19,12,9,6,6,13,8
2020,12,West Coast Eagles,Hawthorn Hawks,W,L,22,19,32,8,0,15,21,13
2020,12,Richmond Tigers,Gold Coast Suns,W,L,13,1,18,21,13,11,2,6
2020,13,Gold Coast Suns,Carlton Blues,L,W,0,12,8,7,10,27,10,13
2020,13,Western Bulldogs,Melbourne Demons,W,L,16,12,37,15,9,26,3,14
2020,13,Port Adelaide Power,Hawthorn Hawks,W,L,15,26,11,16,25,7,20,6
2020,13,Essendon Bombers,Richmond Tigers,L,W,7,12,18,24,11,15,26,21
2020,13,Freemantle Dockers,Sydney Swans,W,L,7,21,9,13,8,2,0,9
2020,13,Adelaide Crows,Geelong Cats,L,W,9,13,14,1,20,9,16,20
2020,13,Brisbane Lions,St Kilda Saints,W,L,17,7,25,1,6,14,19,9
2020,13,West Coast Eagles,GWS Giants,W,L,27,7,21,6,1,11,12,25
2020,13,Collingwood Magpies,North Melbourne Kangaroos,W,L,8,19,24,14,13,9,13,0
2020,14,Hawthorn Hawks,Essendon Bombers,L,W,22,30,6,13,9,7,33,38
2020,14,Richmond Tigers,West Coast Eagles,W,L,7,25,36,20,6,20,28,7
2020,14,Western Bulldogs,Geelong Cats,L,W,39,3,7,12,3,21,15,33
2020,14,Port Adelaide Power,Sydney Swans,W,L,27,24,1,21,19,0,15,13
2020,14,Freemantle Dockers,GWS Giants,L,W,7,8,18,20,26,14,33,18
2020,14,Melbourne Demons,St Kilda Saints,W,L,24,7,14,7,9,20,13,7
2020,14,Carlton Blues,Collingwood Magpies,L,W,12,32,2,2,14,22,8,28
2020,14,Gold Coast Suns,North Melbourne Kangaroos,W,L,22,28,12,29,13,12,3,0
2020,15,Hawthorn Hawks,Adelaide Crows,L,W,9,18,14,7,16,26,21,20
2020,15,West Coast Eagles,Essendon Bombers,W,L,25,20,14,1,10,19,9,7
2020,15,Richmond Tigers,Freemantle Dockers,W,L,14,13,1,28,6,2,14,7
2020,15,Sydney Swans,Melbourne Demons,W,L,12,32,2,21,15,1,9,21
2020,15,GWS Giants,Carlton Blues,W,L,11,4,8,25,24,3,11,1
2020,15,Brisbane Lions,Collingwood Magpies,W,L,2,31,8,1,7,8,6,13
2020,16,North Melbourne Kangaroos,Port Adelaide Power,L,W,8,6,14,14,26,3,39,10
2020,16,St Kilda Saints,Hawthorn Hawks,W,L,28,10,17,25,31,4,7,24
2020,16,Geelong Cats,Essendon Bombers,W,L,38,37,13,20,8,8,10,16
2020,16,Western Bulldogs,West Coast Eagles,W,L,3,23,8,15,25,1,7,14
2020,16,Melbourne Demons,Freemantle Dockers,L,W,1,8,7,17,12,3,18,14
2020,16,Adelaide Crows,GWS Giants,W,L,21,4,30,4,7,14,18,8
2020,16,Carlton Blues,Sydney Swans,W,L,4,24,17,12,18,26,7,1
2020,16,Brisbane Lions,Gold Coast Suns,W,L,34,20,22,12,6,21,8,8
2020,17,St Kilda Saints,West Coast Eagles,L,W,23,0,4,23,13,23,3,26
2020,17,Geelong Cats,Richmond Tigers,L,W,3,7,1,20,17,6,20,14
2020,17,North Melbourne Kangaroos,Freemantle Dockers,L,W,6,8,8,13,21,25,26,27
2020,17,Port Adelaide Power,Essendon Bombers,W,L,8,35,12,24,13,2,6,8
2020,17,GWS Giants,Melbourne Demons,L,W,15,32,20,7,32,15,13,19
2020,17,Carlton Blues,Adelaide Crows,L,W,2,7,20,27,33,20,3,16
2020,17,Hawthorn Hawks,Western Bulldogs,L,W,7,1,25,7,25,23,13,15
2020,17,Sydney Swans,Brisbane Lions,L,W,12,0,9,20,7,14,13,39
2020,17,Collingwood Magpies,Gold Coast Suns,W,L,14,15,18,21,19,4,13,10
2020,18,North Melbourne Kangaroos,West Coast Eagles,L,W,16,2,10,6,0,19,9,21
2020,18,St Kilda Saints,GWS Giants,W,L,21,14,22,25,11,15,2,2
2020,18,Essendon Bombers,Melbourne Demons,L,W,12,2,7,28,10,32,7,19
2020,18,Adelaide Crows,Richmond Tigers,L,W,14,2,7,10,18,12,29,18
2020,18,Brisbane Lions,Carlton Blues,W,L,20,33,8,17,24,1,12,24
2020,18,Hawthorn Hawks,Gold Coast Suns,W,L,43,14,27,24,7,16,12,22
2020,18,Sydney Swans,Geelong Cats,L,W,34,4,13,12,25,2,22,20
2020,18,Freemantle Dockers,Western Bulldogs,L,W,14,20,7,3,15,31,10,18
2020,18,Collingwood Magpies,Port Adelaide Power,L,W,12,12,13,8,14,19,22,6
2021,1,Richmond Tigers,Carlton Blues,W,L,21,32,15,37,20,22,18,20
2021,1,Collingwood Magpies,Western Bulldogs,L,W,8,22,7,16,20,21,20,8
2021,1,Melbourne Demons,Freemantle Dockers,W,L,28,20,14,18,4,22,19,13
2021,1,Adelaide Crows,Geelong Cats,W,L,28,45,14,16,15,20,33,23
2021,1,Essendon Bombers,Hawthorn Hawks,L,W,16,50,10,15,19,8,48,17
2021,1,Brisbane Lions,Sydney Swans,L,W,21,31,15,27,16,36,56,17
2021,1,North Melbourne Kangaroos,Port Adelaide Power,L,W,16,8,14,27,14,50,28,25
2021,1,GWS Giants,St Kilda Saints,L,W,15,14,28,21,8,28,24,26
2021,1,West Coast Eagles,Gold Coast Suns,W,L,21,13,15,34,16,13,21,8
2021,2,Carlton Blues,Collingwood Magpies,L,W,20,31,25,9,38,33,14,21
2021,2,Geelong Cats,Brisbane Lions,W,L,33,20,21,7,17,16,20,27
2021,2,Sydney Swans,Adelaide Crows,W,L,25,35,41,20,20,10,20,38
2021,2,Port Adelaide Power,Essendon Bombers,W,L,37,35,28,19,10,21,13,21
2021,2,St Kilda Saints,Melbourne Demons,L,W,20,19,13,21,22,21,24,24
2021,2,Gold Coast Suns,North Melbourne Kangaroos,W,L,22,38,16,22,8,8,19,4
2021,2,Hawthorn Hawks,Richmond Tigers,L,W,7,25,7,10,28,27,7,16
2021,2,Western Bulldogs,West Coast Eagles,W,L,21,25,20,34,20,19,39,15
2021,2,Freemantle Dockers,GWS Giants,W,L,30,12,28,17,11,4,15,26
2021,3,Collingwood Magpies,Brisbane Lions,L,W,26,19,14,13,13,24,14,22
2021,3,North Melbourne Kangaroos,Western Bulldogs,L,W,14,8,4,13,26,34,40,67
2021,3,Adelaide Crows,Gold Coast Suns,W,L,30,20,22,23,36,3,26,20
2021,3,Richmond Tigers,Sydney Swans,L,W,9,21,21,21,17,53,32,15
2021,3,Essendon Bombers,St Kilda Saints,W,L,40,38,28,37,21,8,16,23
2021,3,West Coast Eagles,Port Adelaide Power,W,L,34,33,19,22,7,8,24,32
2021,3,Carlton Blues,Freemantle Dockers,W,L,23,40,26,20,19,9,15,21
2021,3,GWS Giants,Melbourne Demons,L,W,31,12,6,19,15,26,26,35
2021,3,Geelong Cats,Hawthorn Hawks,W,L,21,19,21,8,13,10,14,27
2021,4,Sydney Swans,Essendon Bombers,W,L,17,34,14,18,25,21,20,14
2021,4,Port Adelaide Power,Richmond Tigers,W,L,21,25,20,13,26,13,16,22
2021,4,Western Bulldogs,Brisbane Lions,W,L,21,27,16,9,13,9,20,12
2021,4,St Kilda Saints,West Coast Eagles,W,L,26,9,36,31,38,25,18,1
2021,4,Gold Coast Suns,Carlton Blues,L,W,8,20,28,3,16,26,15,13
2021,4,Collingwood Magpies,GWS Giants,L,W,8,21,19,12,14,25,24,27
2021,4,North Melbourne Kangaroos,Adelaide Crows,L,W,14,25,22,7,32,22,3,52
2021,4,Melbourne Demons,Geelong Cats,W,L,16,28,19,22,7,14,30,9
2021,4,Freemantle Dockers,Hawthorn Hawks,W,L,36,11,25,24,2,32,22,25
2021,5,St Kilda Saints,Richmond Tigers,L,W,22,7,13,6,21,33,48,32
2021,5,West Coast Eagles,Collingwood Magpies,W,L,19,40,31,13,34,13,2,27
2021,5,Sydney Swans,GWS Giants,L,W,21,19,16,13,10,15,16,30
2021,5,Western Bulldogs,Gold Coast Suns,W,L,25,45,17,31,2,7,37,10
2021,5,Carlton Blues,Port Adelaide Power,L,W,21,8,17,22,26,26,37,7
2021,5,Brisbane Lions,Essendon Bombers,W,L,26,21,31,24,3,8,19,15
2021,5,Adelaide Crows,Freemantle Dockers,L,W,13,22,19,18,13,10,32,29
2021,5,Hawthorn Hawks,Melbourne Demons,L,W,27,6,9,12,17,14,21,52
2021,5,Geelong Cats,North Melbourne Kangaroos,W,L,9,18,27,23,19,2,13,13
2021,6,GWS Giants,Western Bulldogs,L,W,7,22,15,21,15,22,10,57
2021,6,Gold Coast Suns,Sydney Swans,W,L,26,24,34,16,19,9,7,25
2021,6,Geelong Cats,West Coast Eagles,W,L,15,61,39,21,20,1,7,11
2021,6,Carlton Blues,Brisbane Lions,L,W,23,14,28,20,15,48,27,13
2021,6,Melbourne Demons,Richmond Tigers,W,L,14,28,26,14,21,4,13,10
2021,6,Freemantle Dockers,North Melbourne Kangaroos,W,L,22,29,28,20,14,9,16,9
2021,6,Hawthorn Hawks,Adelaide Crows,W,L,32,27,25,18,24,60,13,2
2021,6,Collingwood Magpies,Essendon Bombers,L,W,25,24,22,14,28,27,21,33
2021,6,Port Adelaide Power,St Kilda Saints,W,L,25,26,23,19,10,7,8,14
2021,7,Richmond Tigers,Western Bulldogs,W,L,10,10,32,25,24,15,7,9
2021,7,Collingwood Magpies,Gold Coast Suns,L,W,15,5,21,14,14,25,18,22
2021,7,Adelaide Crows,GWS Giants,L,W,7,9,11,12,14,34,26,32
2021,7,St Kilda Saints,Hawthorn Hawks,W,L,34,35,26,33,0,26,13,20
2021,7,Sydney Swans,Geelong Cats,W,L,13,31,22,24,41,9,20,18
2021,7,Brisbane Lions,Port Adelaide Power,W,L,29,27,25,12,8,10,9,17
2021,7,North Melbourne Kangaroos,Melbourne Demons,L,W,25,34,7,7,20,20,39,24
2021,7,Essendon Bombers,Carlton Blues,L,W,40,15,25,27,26,27,38,32
2021,7,West Coast Eagles,Freemantle Dockers,W,L,26,44,40,22,24,33,14,2
2021,8,Richmond Tigers,Geelong Cats,L,W,27,22,8,6,9,31,52,34
2021,8,Gold Coast Suns,St Kilda Saints,L,W,10,15,26,3,3,22,11,27
2021,8,GWS Giants,Essendon Bombers,W,L,38,8,46,15,14,23,30,38
2021,8,North Melbourne Kangaroos,Collingwood Magpies,L,W,14,10,31,21,20,34,28,12
2021,8,Melbourne Demons,Sydney Swans,W,L,19,17,18,13,21,4,19,14
2021,8,Port Adelaide Power,Adelaide Crows,W,L,16,14,34,23,6,4,19,9
2021,8,Hawthorn Hawks,West Coast Eagles,L,W,3,21,16,20,5,46,26,21
2021,8,Western Bulldogs,Carlton Blues,W,L,27,15,26,39,21,33,28,9
2021,8,Brisbane Lions,Freemantle Dockers,W,L,34,21,26,14,13,8,28,22
2021,9,St Kilda Saints,Geelong Cats,L,W,7,22,8,10,13,13,16,26
2021,9,Sydney Swans,Collingwood Magpies,W,L,8,19,22,23,26,2,2,12
2021,9,Hawthorn Hawks,North Melbourne Kangaroos,L,W,33,21,8,18,7,25,29,26
2021,9,Gold Coast Suns,Brisbane Lions,L,W,15,9,1,26,21,32,50,21
2021,9,Richmond Tigers,GWS Giants,W,L,18,20,27,22,27,32,9,15
2021,9,Port Adelaide Power,Western Bulldogs,L,W,13,36,9,19,38,12,27,19
2021,9,Essendon Bombers,Freemantle Dockers,W,L,20,12,16,20,14,16,21,10
2021,9,Melbourne Demons,Carlton Blues,W,L,27,27,27,13,20,21,14,13
2021,9,West Coast Eagles,Adelaide Crows,W,L,17,43,31,15,15,16,25,20
2021,10,Brisbane Lions,Richmond Tigers,W,L,23,28,26,25,31,13,9,21
2021,10,Carlton Blues,Hawthorn Hawks,W,L,25,26,25,10,15,33,9,6
2021,10,Geelong Cats,Gold Coast Suns,W,L,24,13,26,28,7,17,8,25
2021,10,Adelaide Crows,Melbourne Demons,W,L,26,26,19,25,31,21,22,21
2021,10,Western Bulldogs,St Kilda Saints,W,L,23,47,33,41,12,7,7,7
2021,10,Freemantle Dockers,Sydney Swans,W,L,20,22,29,15,24,33,1,26
2021,10,GWS Giants,West Coast Eagles,W,L,26,24,23,20,22,27,20,8
2021,10,Collingwood Magpies,Port Adelaide Power,L,W,19,11,15,13,1,14,17,27
2021,10,Essendon Bombers,North Melbourne Kangaroos,W,L,40,31,25,45,13,8,35,13
2021,11,Western Bulldogs,Melbourne Demons,L,W,14,27,3,15,41,19,20,7
2021,11,Collingwood Magpies,Geelong Cats,L,W,3,4,10,34,15,23,3,20
2021,11,Brisbane Lions,GWS Giants,W,L,40,27,27,35,6,19,8,32
2021,11,St Kilda Saints,North Melbourne Kangaroos,W,L,24,29,27,8,6,16,15,31
2021,11,West Coast Eagles,Essendon Bombers,L,W,18,36,11,6,16,21,25,25
2021,11,Gold Coast Suns,Hawthorn Hawks,W,L,29,39,20,25,20,20,13,23
2021,11,Richmond Tigers,Adelaide Crows,W,L,19,32,39,21,39,10,8,26
2021,11,Sydney Swans,Carlton Blues,W,L,33,19,20,28,27,26,16,9
2021,11,Port Adelaide Power,Freemantle Dockers,W,L,47,30,12,26,7,39,15,8
2021,12,Melbourne Demons,Brisbane Lions,W,L,15,19,35,28,28,26,14,7
2021,12,Sydney Swans,St Kilda Saints,W,L,30,13,28,21,22,15,24,22
2021,12,Adelaide Crows,Collingwood Magpies,L,W,7,29,22,15,30,12,27,9
2021,12,Essendon Bombers,Richmond Tigers,L,W,8,26,24,26,27,28,25,43
2021,12,Carlton Blues,West Coast Eagles,L,W,24,21,19,9,25,28,27,15
2021,12,Freemantle Dockers,Western Bulldogs,L,W,14,14,22,15,21,33,14,35
2021,13,Port Adelaide Power,Geelong Cats,L,W,31,19,14,27,27,26,21,38
2021,13,Sydney Swans,Hawthorn Hawks,L,W,20,13,7,11,26,31,7,25
2021,13,Freemantle Dockers,Gold Coast Suns,W,L,14,8,39,15,9,5,25,10
2021,13,St Kilda Saints,Adelaide Crows,L,W,27,21,9,3,0,18,24,24
2021,13,North Melbourne Kangaroos,GWS Giants,T,T,31,27,27,9,25,27,5,37
2021,13,West Coast Eagles,Richmond Tigers,W,L,18,25,8,34,14,33,16,18
2021,13,Melbourne Demons,Collingwood Magpies,L,W,14,14,26,9,10,34,15,21
2021,14,Geelong Cats,Western Bulldogs,W,L,10,32,22,19,10,25,27,16
2021,14,Gold Coast Suns,Port Adelaide Power,L,W,6,7,3,15,21,26,27,7
2021,14,North Melbourne Kangaroos,Brisbane Lions,L,W,8,19,9,9,16,9,20,23
2021,14,GWS Giants,Carlton Blues,W,L,33,19,18,32,13,9,30,14
2021,14,Hawthorn Hawks,Essendon Bombers,L,W,9,22,25,17,20,13,26,27
2021,15,Brisbane Lions,Geelong Cats,W,L,31,26,22,15,1,22,13,14
2021,15,Richmond Tigers,St Kilda Saints,L,W,6,7,7,3,20,13,22,7
2021,15,North Melbourne Kangaroos,Gold Coast Suns,W,L,28,10,25,9,18,28,6,11
2021,15,Collingwood Magpies,Freemantle Dockers,L,W,14,14,20,31,21,26,19,25
2021,15,Port Adelaide Power,Sydney Swans,W,L,27,19,20,15,33,9,9,20
2021,15,Essendon Bombers,Melbourne Demons,L,W,15,14,14,14,11,21,28,8
2021,15,GWS Giants,Hawthorn Hawks,L,W,31,3,20,18,15,27,15,33
2021,15,West Coast Eagles,Western Bulldogs,L,W,7,9,20,7,20,16,21,41
2021,15,Carlton Blues,Adelaide Crows,W,L,12,52,14,5,18,18,21,16
2021,16,Gold Coast Suns,Richmond Tigers,W,L,19,21,22,15,13,21,19,14
2021,16,Geelong Cats,Essendon Bombers,W,L,7,50,14,27,26,7,17,7
2021,16,Melbourne Demons,GWS Giants,L,W,9,15,15,16,14,28,14,8
2021,16,Adelaide Crows,Brisbane Lions,L,W,13,15,21,10,22,14,37,38
2021,16,Freemantle Dockers,Carlton Blues,L,W,4,28,31,1,26,18,19,17
2021,16,Hawthorn Hawks,Port Adelaide Power,L,W,10,1,21,21,20,33,8,26
2021,16,Sydney Swans,West Coast Eagles,W,L,32,38,16,32,9,0,14,3
2021,16,Collingwood Magpies,St Kilda Saints,L,W,8,3,14,36,19,10,39,2
2021,16,Western Bulldogs,North Melbourne Kangaroos,W,L,31,29,26,22,19,14,14,32
2021,17,Port Adelaide Power,Melbourne Demons,L,W,14,19,14,8,20,32,17,17
2021,17,Essendon Bombers,Adelaide Crows,W,L,17,27,22,18,2,7,10,2
2021,17,Hawthorn Hawks,Freemantle Dockers,L,W,12,17,8,9,35,20,23,30
2021,17,Carlton Blues,Geelong Cats,L,W,11,4,10,19,13,9,21,27
2021,17,Brisbane Lions,St Kilda Saints,L,W,11,21,18,13,9,33,21,32
2021,17,GWS Giants,Gold Coast Suns,L,W,16,6,36,6,7,26,12,20
2021,17,Western Bulldogs,Sydney Swans,L,W,20,15,7,18,26,20,16,17
2021,17,Richmond Tigers,Collingwood Magpies,L,W,24,20,19,8,7,20,16,44
2021,17,West Coast Eagles,North Melbourne Kangaroos,L,W,17,11,2,30,12,8,21,29
2021,18,Freemantle Dockers,Geelong Cats,L,W,9,4,15,3,23,33,22,22
2021,18,Richmond Tigers,Brisbane Lions,W,L,26,20,32,28,19,33,15,19
2021,18,St Kilda Saints,Port Adelaide Power,L,W,16,7,22,16,6,24,23,21
2021,18,Gold Coast Suns,Western Bulldogs,L,W,25,16,14,24,20,32,19,19
2021,18,Melbourne Demons,Hawthorn Hawks,T,T,28,15,21,15,8,24,31,16
2021,18,North Melbourne Kangaroos,Essendon Bombers,L,W,28,12,10,24,18,12,28,34
2021,18,Collingwood Magpies,Carlton Blues,L,W,20,20,19,3,9,21,21,40
2021,18,Adelaide Crows,West Coast Eagles,L,W,9,19,14,14,3,27,33,35
2021,18,GWS Giants,Sydney Swans,L,W,37,19,3,13,8,32,38,20
2021,19,Port Adelaide Power,Collingwood Magpies,W,L,16,28,33,20,21,4,31,13
2021,19,Carlton Blues,North Melbourne Kangaroos,L,W,17,19,4,37,19,15,44,38
2021,19,Brisbane Lions,Gold Coast Suns,W,L,16,17,35,52,21,39,2,9
2021,19,West Coast Eagles,St Kilda Saints,W,L,14,40,19,21,13,13,22,38
2021,19,Melbourne Demons,Western Bulldogs,L,W,10,9,32,14,20,20,25,20
